,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
1751,0<=X<200,7.4613519902496925,all paid,education,433.0,<100,<1,3.878220667479192,female div/dep/mar,guarantor,2.2435586650416157,life insurance,23.756441334958385,bank,rent,1.0,skilled,1.8782206674791921,none,yes,bad
1752,0<=X<200,47.82252206375759,delayed previously,other,5952.042682875424,<100,1<=X<4,2.0443694840606033,female div/dep/mar,none,2.0221847420303014,no known property,22.110923710151507,bank,own,1.0,skilled,1.0,none,yes,bad
1753,0<=X<200,18.947861549928113,delayed previously,new car,1039.1564153502156,>=1000,1<=X<4,4.0,female div/dep/mar,none,2.3159538499760375,life insurance,35.36965387482028,stores,own,1.0,skilled,1.0,none,yes,bad
1754,>=200,35.2043018851185,delayed previously,furniture/equipment,3349.0,500<=X<10000,1<=X<4,4.0,female div/dep/mar,none,2.132616352480251,car,28.13261635248025,stores,for free,1.0,high qualif/self emp/mgmt,1.0663081762401254,yes,yes,bad
1755,<0,12.0,all paid,furniture/equipment,697.6997029926737,<100,<1,4.0,male single,none,2.0636093629703303,car,45.84097659257417,bank,own,1.9681953185148349,skilled,1.0318046814851651,none,yes,bad
1756,0<=X<200,24.0,existing paid,used car,4113.0,500<=X<10000,<1,3.0,female div/dep/mar,none,4.0,car,28.0,stores,rent,1.0,skilled,1.0,none,yes,bad
1757,<0,12.0,critical/order existing credit,new car,694.2811098125673,<100,>=7,4.0,male single,none,3.182283878475958,life insurance,39.01024532647108,stores,own,1.8177161215240418,skilled,1.0,none,yes,bad
1758,<0,36.681421042737824,existing paid,other,6759.131857895726,<100,1<=X<4,2.6227140347579274,male div/sep,none,2.754571930484145,car,44.95958071395668,stores,own,1.3772859652420726,skilled,1.0,none,yes,bad
1759,<0,48.0,existing paid,radio/tv,6999.0,<100,4<=X<7,1.0,male mar/wid,guarantor,1.0,real estate,34.0,stores,own,2.0,skilled,1.0,yes,yes,bad
1760,<0,12.0,delayed previously,new car,762.1498702243474,<100,4<=X<7,4.0,male mar/wid,none,2.0828913216933542,no known property,26.58023925185348,bank,own,1.0,skilled,1.0828913216933542,none,yes,bad
1761,>=200,23.663874697919912,existing paid,new car,6760.433612530208,>=1000,1<=X<4,2.1887958232639972,male mar/wid,none,3.622408353472006,car,61.01455453923211,stores,own,1.811204176736003,skilled,1.0,none,yes,bad
1762,0<=X<200,60.0,all paid,other,14782.0,100<=X<500,>=7,3.0,female div/dep/mar,none,4.0,no known property,60.0,bank,for free,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
1763,<0,20.57506943650049,existing paid,other,3172.4036921839133,<100,1<=X<4,2.0,female div/dep/mar,none,2.429178239416748,no known property,25.50212383795862,stores,own,1.0,skilled,1.0,none,yes,bad
1764,<0,36.0,existing paid,furniture/equipment,2712.0,<100,>=7,2.0,male single,none,2.0,life insurance,41.0,bank,own,1.0,skilled,2.0,none,yes,bad
1765,0<=X<200,24.0,no credits/all paid,business,4241.0,<100,1<=X<4,1.0,male single,none,4.0,real estate,36.0,stores,own,3.0,unskilled resident,1.0,yes,yes,bad
1766,<0,18.0,existing paid,furniture/equipment,1131.0,<100,unemployed,4.0,female div/dep/mar,none,2.0,car,33.0,stores,own,1.0,skilled,1.0,none,yes,bad
1767,<0,27.963030348229182,existing paid,furniture/equipment,3346.321010116076,<100,<1,4.0,male mar/wid,none,2.0,car,35.367222180789916,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
1768,<0,33.87198800256862,delayed previously,repairs,6279.197289342752,<100,4<=X<7,4.0,male single,none,3.215110444587146,life insurance,38.935994001284314,stores,for free,2.0,skilled,1.0,yes,yes,bad
1769,<0,42.98900556682201,existing paid,radio/tv,7145.1540043010245,>=1000,4<=X<7,3.505497216588997,female div/dep/mar,guarantor,2.6703314777259983,car,30.659337044548003,stores,own,1.1648342611370008,high qualif/self emp/mgmt,1.0,yes,yes,bad
1770,<0,24.0,existing paid,new car,2374.881949205192,100<=X<500,>=7,1.8358920634311575,male div/sep,none,1.4179460317155788,car,33.83589206343116,bank,own,1.4179460317155788,skilled,1.0,none,yes,bad
1771,0<=X<200,32.64283791397265,existing paid,radio/tv,2387.6369255931963,500<=X<10000,<1,3.720236492831054,male single,none,1.2797635071689457,life insurance,33.55952701433789,bank,own,1.2797635071689457,unemp/unskilled non res,1.0,none,yes,bad
1772,>=200,11.987494125088112,existing paid,education,719.1083842492363,<100,<1,3.9958313750293706,male mar/wid,none,3.991662750058741,car,40.94580787538182,bank,own,1.0,unskilled resident,1.9958313750293706,none,yes,bad
1773,0<=X<200,12.0,existing paid,radio/tv,766.0,500<=X<10000,1<=X<4,4.0,male single,none,3.0,real estate,66.0,stores,own,1.0,unskilled resident,1.0,none,yes,bad
1774,<0,20.035818224629033,existing paid,new car,1281.36616670591,>=1000,4<=X<7,3.669651518719086,female div/dep/mar,none,3.008954556157258,no known property,33.65174240640457,stores,own,1.0,skilled,1.0,none,yes,bad
1775,<0,42.0,existing paid,radio/tv,3965.0,<100,<1,4.0,male single,none,3.0,car,34.0,stores,own,1.0,skilled,1.0,none,yes,bad
1776,>=200,18.20848901765538,existing paid,business,4163.19309518032,500<=X<10000,1<=X<4,2.03474816960923,male mar/wid,none,2.0694963392184604,car,35.72201464312616,stores,own,1.9652518303907698,skilled,1.9652518303907698,none,yes,bad
1777,0<=X<200,11.826408306726877,existing paid,radio/tv,1109.620189137216,<100,4<=X<7,4.0,male single,none,3.0,no known property,28.23145559103083,stores,for free,2.0,skilled,1.0578638977577075,none,yes,bad
1778,<0,20.17936402767348,existing paid,furniture/equipment,1284.0448410069184,>=1000,1<=X<4,3.3632273379455793,female div/dep/mar,none,4.0,life insurance,28.17936402767348,stores,rent,1.0,skilled,1.0,none,yes,bad
1779,0<=X<200,7.877006967580013,all paid,furniture/equipment,937.2566898919334,100<=X<500,<1,1.9385034837900066,female div/dep/mar,none,1.9385034837900066,car,30.435827527016656,stores,own,1.9385034837900066,unemp/unskilled non res,1.0,none,yes,bad
1780,0<=X<200,12.0,existing paid,other,892.9030554538044,<100,<1,4.0,male mar/wid,none,4.0,car,33.99563506599373,bank,own,1.0,unemp/unskilled non res,1.6497817532996866,none,yes,bad
1781,no checking,36.0,critical/order existing credit,furniture/equipment,7127.0,<100,<1,2.0,female div/dep/mar,none,4.0,life insurance,23.0,stores,rent,2.0,skilled,1.0,yes,yes,bad
1782,no checking,48.0,critical/order existing credit,used car,11590.0,100<=X<500,1<=X<4,2.0,female div/dep/mar,none,4.0,car,24.0,bank,rent,2.0,unskilled resident,1.0,none,yes,bad
1783,>=200,12.0,existing paid,education,720.26917158114,500<=X<10000,<1,4.0,male mar/wid,none,3.841353552357509,car,39.73082841886007,bank,own,1.0,unskilled resident,1.8413535523575089,none,yes,bad
1784,no checking,24.0,existing paid,business,4591.0,>=1000,1<=X<4,2.0,male single,none,3.0,life insurance,54.0,stores,own,3.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
1785,<0,44.177039661070346,existing paid,repairs,4602.769939802291,<100,<1,2.840709985877931,male single,none,3.840709985877931,life insurance,28.778700423662066,stores,for free,2.159290014122069,high qualif/self emp/mgmt,1.8407099858779312,none,yes,bad
1786,<0,19.81823122580147,existing paid,other,3169.69641797855,<100,1<=X<4,2.606077075267157,female div/dep/mar,none,1.6969614623664215,no known property,24.909115612900735,stores,own,1.0,skilled,1.0,none,yes,bad
1787,0<=X<200,40.406742354886504,existing paid,new car,14264.568248947002,<100,<1,4.0,male single,none,2.0,no known property,51.491572056391874,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
1788,<0,18.0,all paid,furniture/equipment,1553.0,<100,1<=X<4,4.0,male single,none,3.0,car,44.0,bank,own,1.0,skilled,1.0,none,yes,bad
1789,<0,24.0,existing paid,new car,4817.0,<100,4<=X<7,2.0,male single,co applicant,3.0,life insurance,31.0,stores,own,1.0,skilled,1.0,yes,yes,bad
1790,0<=X<200,12.0,existing paid,radio/tv,1534.0,<100,<1,1.0,male mar/wid,none,1.0,real estate,23.0,stores,rent,1.0,skilled,1.0,none,yes,bad
1791,0<=X<200,12.00301632619037,delayed previously,other,1664.2442187081351,<100,4<=X<7,4.0,female div/dep/mar,none,2.0,car,26.50452448928555,stores,own,1.250251360515864,skilled,1.250251360515864,none,yes,bad
1792,0<=X<200,47.82252206375759,delayed previously,other,5952.042682875424,<100,1<=X<4,2.0443694840606033,female div/dep/mar,none,2.0221847420303014,no known property,22.110923710151507,bank,own,1.0,skilled,1.0,none,yes,bad
1793,0<=X<200,21.345886621613374,critical/order existing credit,other,1216.0,100<=X<500,<1,4.0,male div/sep,none,3.5576477702688956,life insurance,31.364716554033436,bank,own,1.5576477702688956,skilled,1.5576477702688956,none,yes,bad
1794,<0,14.917149684378886,critical/order existing credit,other,1271.082850315621,>=1000,1<=X<4,3.0,male mar/wid,none,3.9171496843788858,no known property,38.94476645625259,stores,for free,1.9723832281262954,skilled,1.0,none,yes,bad
1795,0<=X<200,30.527325747240862,existing paid,furniture/equipment,3441.4394381227007,100<=X<500,1<=X<4,2.1757752490802877,female div/dep/mar,co applicant,3.8242247509197123,car,22.84564011534302,stores,own,1.0,skilled,1.0878876245401439,none,yes,bad
1796,<0,33.87198800256862,delayed previously,repairs,6279.197289342752,<100,4<=X<7,4.0,male single,none,3.215110444587146,life insurance,38.935994001284314,stores,for free,2.0,skilled,1.0,yes,yes,bad
1797,0<=X<200,45.0,existing paid,radio/tv,3031.0,100<=X<500,1<=X<4,4.0,male single,guarantor,4.0,life insurance,21.0,stores,rent,1.0,skilled,1.0,none,yes,bad
1798,<0,19.312223697172783,all paid,new car,1442.0,<100,4<=X<7,4.0,male mar/wid,none,4.0,life insurance,30.031664454240822,stores,for free,2.0,unemp/unskilled non res,1.7812960504712025,none,yes,bad
1799,<0,34.79008386596072,existing paid,new car,3942.2084136894878,<100,1<=X<4,3.5996995110897188,male div/sep,none,3.1993990221794375,life insurance,39.19489168852522,stores,for free,1.0,skilled,1.5996995110897188,none,yes,bad
1800,<0,9.0,existing paid,new car,1422.0,<100,<1,3.0,male single,none,2.0,no known property,27.0,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
1801,0<=X<200,27.0,existing paid,business,3915.0,<100,1<=X<4,4.0,male single,none,2.0,car,36.0,stores,own,1.0,skilled,2.0,yes,yes,bad
1802,0<=X<200,12.0,existing paid,furniture/equipment,781.1898897931186,500<=X<10000,4<=X<7,4.0,male div/sep,none,3.523789303210986,life insurance,59.190739058257186,stores,own,1.0,skilled,1.0,none,yes,bad
1803,>=200,35.19331047810313,delayed previously,furniture/equipment,3349.9411377755464,<100,1<=X<4,3.9193310478103127,female div/dep/mar,none,2.0537793014597914,car,28.43023441167833,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
1804,<0,48.0,existing paid,business,4308.0,<100,<1,3.0,female div/dep/mar,none,4.0,life insurance,24.0,stores,rent,1.0,skilled,1.0,none,yes,bad
1805,<0,36.0,existing paid,furniture/equipment,3446.0,<100,>=7,4.0,male single,none,2.0,car,42.0,stores,own,1.0,skilled,2.0,none,yes,bad
1806,no checking,36.0,delayed previously,business,7980.0,no known savings,<1,4.0,male single,none,4.0,car,27.0,stores,rent,2.0,skilled,1.0,yes,yes,bad
1807,0<=X<200,20.614037392067345,existing paid,new car,2039.0,<100,1<=X<4,1.0,female div/dep/mar,none,2.692981303966327,no known property,20.871345797355783,bank,own,1.0,skilled,1.0,none,yes,bad
1808,<0,21.0,all paid,new car,1647.0,no known savings,1<=X<4,4.0,male single,none,2.0,life insurance,40.0,stores,own,2.0,unskilled resident,2.0,none,yes,bad
1809,<0,40.49769739205152,delayed previously,radio/tv,4393.285690423201,<100,1<=X<4,3.2503837679914125,male single,none,2.0,car,26.0,bank,own,2.0,high qualif/self emp/mgmt,1.7496162320085875,yes,yes,bad
1810,<0,16.0,critical/order existing credit,new car,2625.0,<100,>=7,2.0,male single,guarantor,4.0,life insurance,43.0,bank,rent,1.0,skilled,1.0,yes,yes,bad
1811,<0,13.35983535242343,existing paid,furniture/equipment,1282.0,500<=X<10000,1<=X<4,2.226639225403905,female div/dep/mar,none,3.773360774596095,car,21.35983535242343,stores,own,1.0,skilled,1.0,none,yes,bad
1812,0<=X<200,13.683229243558754,existing paid,other,1362.565631888057,<100,<1,3.0,female div/dep/mar,none,4.0,car,22.936645848711752,stores,own,1.0,skilled,1.0,none,yes,bad
1813,0<=X<200,36.0,existing paid,new car,14318.0,<100,>=7,4.0,male single,none,2.0,no known property,57.0,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
1814,0<=X<200,24.0,critical/order existing credit,furniture/equipment,4774.391565255875,<100,4<=X<7,2.0,male div/sep,guarantor,3.526030058569444,car,27.843819648583338,bank,own,1.0,unemp/unskilled non res,1.0,none,yes,bad
1815,0<=X<200,43.750239950482495,critical/order existing credit,furniture/equipment,5125.39417367583,<100,1<=X<4,2.708293341586251,male div/sep,none,2.6458533292068744,car,29.645853329206876,stores,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
1816,0<=X<200,47.26866833439374,existing paid,other,10972.183280053228,<100,1<=X<4,1.0304721527335943,male single,co applicant,2.0304721527335943,life insurance,27.06094430546719,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
1817,>=200,12.0,all paid,business,609.0,<100,<1,4.0,female div/dep/mar,none,1.0,real estate,26.0,stores,own,1.0,unemp/unskilled non res,1.0,none,yes,bad
1818,0<=X<200,20.8624162007861,delayed previously,business,1188.0917225328092,<100,>=7,2.0,female div/dep/mar,none,4.0,life insurance,39.73378026247413,stores,for free,1.091722532809266,skilled,2.0,none,yes,bad
1819,<0,12.0,existing paid,retraining,902.0,<100,4<=X<7,4.0,male mar/wid,none,4.0,life insurance,21.0,stores,rent,1.0,skilled,1.0,none,yes,bad
1820,0<=X<200,12.392316015961741,existing paid,new car,1080.2999639308325,<100,1<=X<4,3.9346139973397096,male single,guarantor,3.9346139973397096,car,46.823051952114774,bank,own,2.0,skilled,1.0,none,yes,bad
1821,0<=X<200,24.473590474034395,existing paid,new car,2992.4352305875796,500<=X<10000,4<=X<7,4.0,male div/sep,guarantor,3.3779875901222542,life insurance,23.488049639510983,stores,rent,1.6220124098777455,skilled,1.0,none,yes,bad
1822,<0,18.0,critical/order existing credit,repairs,1190.0,<100,unemployed,2.0,female div/dep/mar,none,4.0,no known property,55.0,stores,for free,3.0,unemp/unskilled non res,2.0,none,yes,bad
1823,<0,24.0,delayed previously,radio/tv,1659.0,<100,<1,4.0,female div/dep/mar,none,2.0,car,29.0,stores,rent,1.0,unskilled resident,1.0,yes,yes,bad
1824,<0,20.57506943650049,existing paid,other,3172.4036921839133,<100,1<=X<4,2.0,female div/dep/mar,none,2.429178239416748,no known property,25.50212383795862,stores,own,1.0,skilled,1.0,none,yes,bad
1825,0<=X<200,24.0,delayed previously,furniture/equipment,2060.7075276758897,<100,>=7,2.7366022140711737,female div/dep/mar,none,1.8683011070355868,life insurance,32.419613284427044,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
1826,<0,12.0,existing paid,retraining,902.0,<100,4<=X<7,4.0,male mar/wid,none,4.0,life insurance,21.0,stores,rent,1.0,skilled,1.0,none,yes,bad
1827,0<=X<200,19.107487034744953,critical/order existing credit,furniture/equipment,4292.57005186102,<100,>=7,4.0,male div/sep,none,2.907709413771254,life insurance,38.892512965255044,stores,own,1.0922905862287462,high qualif/self emp/mgmt,1.0,none,yes,bad
1828,0<=X<200,44.84382561113496,delayed previously,new car,5969.542524534582,<100,1<=X<4,2.78904359721626,male div/sep,none,2.39452179860813,no known property,23.972608993040648,bank,own,1.0,skilled,1.0,none,yes,bad
1829,0<=X<200,9.0,critical/order existing credit,education,1136.0,>=1000,>=7,4.0,male single,none,3.0,no known property,32.0,stores,for free,2.0,skilled,2.0,none,yes,bad
1830,0<=X<200,12.0,existing paid,new car,898.1162678074056,>=1000,1<=X<4,4.0,male mar/wid,none,2.3139553654323874,car,25.825598288891488,bank,own,1.0,skilled,1.1569776827161937,none,yes,bad
1831,0<=X<200,24.0,existing paid,other,11328.0,<100,1<=X<4,2.0,male single,co applicant,3.0,car,29.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
1832,<0,13.866448352172641,existing paid,education,1274.6221494507242,>=1000,1<=X<4,3.622149450724214,female div/dep/mar,none,1.6221494507242136,life insurance,28.912057140585222,stores,own,1.0,skilled,1.0,none,yes,bad
1833,0<=X<200,29.052548490112258,no credits/all paid,business,4273.841565185729,100<=X<500,1<=X<4,3.526274245056129,female div/dep/mar,none,4.0,car,27.579085849812905,stores,own,2.1579085849812905,unskilled resident,1.0,none,yes,bad
1834,<0,12.0,delayed previously,other,701.7959879283036,<100,>=7,4.0,male single,none,3.5997771071279754,no known property,48.195096356815455,stores,own,1.4002228928720248,unemp/unskilled non res,1.0,none,yes,bad
1835,<0,40.0,critical/order existing credit,education,5998.0,<100,1<=X<4,4.0,male single,none,3.0,no known property,27.0,bank,own,1.0,skilled,1.0,yes,yes,bad
1836,0<=X<200,48.0,no credits/all paid,other,18424.0,<100,1<=X<4,1.0,female div/dep/mar,none,2.0,life insurance,32.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,yes,no,bad
1837,0<=X<200,9.0,all paid,new car,1437.0,100<=X<500,4<=X<7,2.0,male single,none,3.0,no known property,29.0,stores,own,1.0,skilled,1.0,none,yes,bad
1838,0<=X<200,18.15451074879354,delayed previously,furniture/equipment,2039.6437947866398,<100,1<=X<4,1.0515035829311796,female div/dep/mar,none,3.9484964170688204,no known property,20.360525080518258,bank,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
1839,<0,35.38392664004775,existing paid,other,6759.261607335995,<100,1<=X<4,2.579464221334925,male div/sep,none,2.8410715573301504,car,46.55982381060778,stores,own,1.4205357786650752,skilled,1.0,none,yes,bad
1840,<0,18.0,critical/order existing credit,new car,3966.0,<100,>=7,1.0,female div/dep/mar,none,4.0,real estate,33.0,bank,rent,3.0,skilled,1.0,yes,yes,bad
1841,<0,30.0,existing paid,repairs,11998.0,<100,<1,1.0,male div/sep,none,1.0,no known property,34.0,stores,own,1.0,unskilled resident,1.0,yes,yes,bad
1842,<0,12.0,all paid,radio/tv,626.0,<100,1<=X<4,4.0,female div/dep/mar,none,4.0,real estate,24.0,bank,own,1.0,unskilled resident,1.0,none,yes,bad
1843,<0,40.49769739205152,delayed previously,radio/tv,4393.285690423201,<100,1<=X<4,3.2503837679914125,male single,none,2.0,car,26.0,bank,own,2.0,high qualif/self emp/mgmt,1.7496162320085875,yes,yes,bad
1844,<0,46.06061942654582,delayed previously,domestic appliance,4328.040265925693,<100,4<=X<7,3.0,female div/dep/mar,none,3.3535398088486064,life insurance,24.646460191151395,bank,own,1.3232300955756968,skilled,1.3232300955756968,none,yes,bad
1845,0<=X<200,12.0,existing paid,new car,685.0,<100,4<=X<7,2.0,male mar/wid,none,3.0,car,25.0,bank,own,1.0,unskilled resident,1.0,none,yes,bad
1846,0<=X<200,24.218909777140333,existing paid,retraining,12579.602001887137,500<=X<10000,<1,3.945272555714917,female div/dep/mar,none,2.036484962856722,no known property,44.054727444285085,stores,for free,1.0,high qualif/self emp/mgmt,1.018242481428361,yes,yes,bad
